user_id,age,last_salary_calculated,dependents_calculated,default_flag,using_lines_not_secured_personal_assets,debt_ratio,total_times_delayed_payment,age_category,total_loans_calculated,quartile_age
10759,87,1150,0,0,0.0,0.188531712,0,80-89,6,80-96
12573,24,1000,0,0,0.9999999,0.0,0,20-29,1,20-39
15454,84,5067,0,0,0.037548123,25.0,0,80-89,5,80-96
23031,86,4173,0,0,0.9999999,0.230953522,0,80-89,5,80-96
7628,22,0,0,0,0.953046953,28.0,0,20-29,3,20-39
4554,84,260,0,0,0.001913839,0.038314176,0,80-89,17,80-96
11824,84,5067,0,0,0.104146031,82.0,0,80-89,6,80-96
18431,83,4350,0,0,0.019226474,0.007354631,0,80-89,4,80-96
31903,88,5067,0,0,0.012075994,4.0,0,80-89,5,80-96
23513,22,615,0,0,0.0999001,0.00487013,0,20-29,3,20-39
35568,22,1600,0,0,0.9999999,0.0,0,20-29,5,20-39
762,24,3600,2,0,0.644710579,0.090808109,1,20-29,3,20-39
14546,93,4166,0,0,0.026793786,0.006959443,0,90+,4,80-96
17267,82,5067,0,0,0.9999999,48.0,0,80-89,7,80-96
18594,24,2252,1,0,0.156793728,0.051930759,0,20-29,1,20-39
9230,85,3800,2,0,0.0,0.185477506,0,80-89,9,80-96
19421,91,4388,0,0,0.001699943,1.0,0,90+,3,80-96
1836,90,4388,0,0,0.021731597,13.0,0,90+,7,80-96
4777,91,4388,0,0,0.02781651,58.0,0,90+,4,80-96
8966,24,750,0,0,0.664762993,0.446071904,3,20-29,8,20-39
23671,22,929,0,0,0.885114885,0.027956989,0,20-29,1,20-39
7252,22,1760,0,0,0.9999999,0.138557638,0,20-29,1,20-39
30541,22,2500,0,0,0.9999999,0.0,0,20-29,5,20-39
18698,24,2708,0,0,0.0,0.0,0,20-29,6,20-39
33512,83,3100,0,0,0.049395865,0.097710416,0,80-89,9,80-96
8329,89,4100,0,0,0.010201648,0.003901487,0,80-89,5,80-96
13957,81,5007,0,0,0.011268279,0.109824281,0,80-89,14,80-96
18655,82,6400,0,0,0.532416195,0.452741759,0,80-89,8,80-96
27882,89,3700,0,0,0.012785096,0.004052959,0,80-89,16,80-96
12513,83,5067,0,0,0.646490234,290.0,0,80-89,4,80-96
9088,84,3335,1,0,0.196233733,0.075239808,0,80-89,6,80-96
35038,24,1084,0,0,0.9999999,0.284792627,0,20-29,2,20-39
20439,93,7608,0,0,0.069566704,0.00315416,0,90+,3,80-96
19133,23,2000,0,0,0.9999999,0.004497751,1,20-29,1,20-39
2932,21,2905,0,0,0.445078459,9.0,0,20-29,1,20-39
4310,82,9600,0,0,0.463031883,0.382356005,0,80-89,14,80-96
23124,83,2800,0,0,0.073713854,0.02998929,0,80-89,8,80-96
8716,24,3800,0,0,0.975349767,0.02157327,0,20-29,3,20-39
15009,21,1,1,0,0.0,0.0,0,20-29,1,20-39
796,22,929,0,0,0.577474175,0.062365591,0,20-29,4,20-39
296,24,800,0,0,0.9999999,0.61298377,0,20-29,1,20-39
20830,23,1700,0,0,0.0,0.150499706,1,20-29,4,20-39
12694,24,898,0,0,0.363636364,0.011123471,0,20-29,1,20-39
25273,85,5067,0,0,0.003160913,6.0,0,80-89,12,80-96
28746,88,2084,0,0,0.006793037,0.005755396,0,80-89,11,80-96
8321,83,4583,0,0,0.098289646,0.202225131,1,80-89,10,80-96
24898,92,2379,0,0,0.01025685,0.004201681,0,90+,3,80-96
8180,93,4388,0,0,0.9999999,0.0,0,90+,5,80-96
9841,93,7831,0,0,0.004214806,0.000893769,0,90+,11,80-96
22278,23,1700,0,0,0.022362536,0.088771311,0,20-29,2,20-39
16927,81,5690,0,0,0.035256373,0.13986997,0,80-89,9,80-96
19672,22,300,0,0,0.0,0.700996678,0,20-29,4,20-39
33187,81,6720,0,0,0.007880456,0.004612409,0,80-89,11,80-96
29364,89,9777,0,0,0.022093923,0.005829413,0,80-89,9,80-96
1012,23,6000,1,1,0.580545944,0.047325446,5,20-29,3,20-39
35429,21,2250,2,0,0.626674665,0.107507774,0,20-29,1,20-39
33240,24,1500,0,0,0.999815668,0.35976016,0,20-29,3,20-39
20297,85,6250,0,0,0.02666592,0.004479283,0,80-89,5,80-96
8378,83,2409,0,0,0.10535244,0.262655602,1,80-89,12,80-96
32042,87,5416,0,0,0.197048728,0.040243677,0,80-89,4,80-96
3267,81,8000,0,0,0.079705758,0.116235471,0,80-89,21,80-96
6178,92,10500,0,0,0.002230726,0.003047329,0,90+,11,80-96
10352,23,400,0,0,0.075898802,0.002493766,0,20-29,1,20-39
13252,24,1700,0,0,0.293413174,0.027630805,0,20-29,3,20-39
18026,82,12167,0,0,0.017602056,0.007807364,0,80-89,14,80-96
11122,89,7706,0,0,0.03172046,0.002205787,0,80-89,4,80-96
21196,87,22745,0,0,0.000131949,0.0,0,80-89,4,80-96
29041,83,1900,0,0,0.032273877,0.025249868,0,80-89,4,80-96
15893,90,2414,0,0,0.003418186,0.001656315,0,90+,4,80-96
33075,88,6510,0,0,0.088036479,0.010136692,0,80-89,2,80-96
1709,82,8459,0,0,0.013822439,0.005791962,0,80-89,12,80-96
34430,83,10500,0,0,0.032048911,0.004570993,0,80-89,21,80-96
4830,87,7351,1,1,1.027782171,1.466539717,15,80-89,14,80-96
35846,22,820,0,0,0.043956044,0.001218027,0,20-29,2,20-39
10264,88,5067,0,0,0.09297624,128.0,0,80-89,2,80-96
2334,89,5067,0,0,0.006755469,9.0,0,80-89,5,80-96
19342,84,7304,1,0,0.021229136,0.109103354,0,80-89,7,80-96
23000,83,5067,0,0,0.684755471,1494.0,2,80-89,21,80-96
5760,84,2352,0,0,0.033567419,0.019124522,0,80-89,3,80-96
27773,23,2905,0,0,0.183810806,98.0,0,20-29,5,20-39
8766,89,5067,0,0,0.107533301,675.0,0,80-89,4,80-96
17982,82,5067,0,0,0.021248938,1862.0,0,80-89,5,80-96
30069,86,10000,1,0,0.059034156,0.03079692,0,80-89,8,80-96
23684,84,5000,0,0,0.309448301,0.433313337,1,80-89,10,80-96
11173,22,4500,0,0,0.9999999,0.096423017,0,20-29,2,20-39
31135,84,10757,0,0,0.113240563,0.003718163,0,80-89,2,80-96
15279,86,5067,0,0,0.098526765,44.0,0,80-89,2,80-96
879,23,0,0,0,0.9999999,249.0,0,20-29,1,20-39
15371,84,7413,0,0,0.0,0.002427839,0,80-89,7,80-96
9278,91,4166,1,0,0.578931421,0.297576194,5,90+,4,80-96
33899,81,4673,0,0,0.069868714,0.168806162,0,80-89,4,80-96
1348,85,5067,0,0,0.9999999,11.0,0,80-89,2,80-96
4877,84,5067,0,0,0.074785043,13.0,0,80-89,1,80-96
13848,92,4388,0,0,0.005864017,325.0,0,90+,5,80-96
21838,86,3000,0,0,0.002426602,0.000666445,0,80-89,4,80-96
944,81,7072,0,0,0.005659175,0.325463028,0,80-89,4,80-96
18800,91,4388,0,0,0.0,0.0,1,90+,5,80-96
22270,81,3700,1,0,0.0,0.215887598,0,80-89,8,80-96
21989,23,2905,0,0,0.9999999,4.0,0,20-29,1,20-39
24591,24,650,0,0,0.598401598,0.316436252,0,20-29,2,20-39
22178,24,2905,0,0,0.688538933,176.0,0,20-29,9,20-39
3904,22,1,0,0,0.129740519,0.5,0,20-29,1,20-39
21729,85,4000,0,0,0.85359872,0.583854036,0,80-89,12,80-96
1402,88,1950,0,0,0.065244563,0.011788826,0,80-89,2,80-96
5447,24,1560,0,0,0.3399477,0.042280589,0,20-29,4,20-39
18658,86,5067,0,0,0.0,26.0,0,80-89,6,80-96
19303,83,1549,0,0,0.364688237,0.909032258,0,80-89,12,80-96
29413,81,5067,0,0,0.019713722,19.0,0,80-89,3,80-96
29388,81,5067,0,0,0.001045717,0.0,0,80-89,9,80-96
23198,95,4388,0,0,0.0117198,6.0,0,90+,4,80-96
23215,23,898,0,0,0.9999999,0.0,0,20-29,1,20-39
11706,84,5067,0,0,0.9999999,0.0,0,80-89,1,80-96
17129,84,3500,0,0,0.16339692,0.194801485,0,80-89,20,80-96
3836,81,2800,1,0,0.041347536,0.029632274,0,80-89,5,80-96
13724,23,2905,0,0,0.9999999,0.0,0,20-29,1,20-39
27055,84,0,0,0,0.032967699,16.0,0,80-89,2,80-96
31083,86,2548,0,0,0.034098295,0.804236956,0,80-89,11,80-96
15497,23,2905,0,0,0.9999999,12.0,0,20-29,5,20-39
18589,85,2431,0,0,0.023160543,0.349095395,0,80-89,10,80-96
31732,23,929,0,0,0.9999999,0.0,0,20-29,2,20-39
4503,24,1620,0,0,0.561199001,0.095619988,0,20-29,3,20-39
6821,81,3500,0,0,0.99284039,0.640102828,0,80-89,15,80-96
28101,82,7000,1,0,0.005305668,0.002428225,0,80-89,11,80-96
20399,24,3000,0,0,0.102897103,0.000999667,0,20-29,1,20-39
33490,82,25000,0,0,0.134307142,0.02599896,0,80-89,11,80-96
28253,24,1000,0,0,0.9999999,0.0,0,20-29,5,20-39
15811,82,5067,0,0,0.057169634,61.0,0,80-89,7,80-96
34087,82,5067,0,0,0.9999999,0.0,0,80-89,1,80-96
6329,23,1641,0,0,0.102779444,0.009135201,0,20-29,1,20-39
14516,85,5067,0,0,0.02514142,12.0,0,80-89,2,80-96
17681,24,2905,0,0,0.9999999,0.0,0,20-29,1,20-39
16901,87,2700,0,0,0.535342441,0.375786746,0,80-89,21,80-96
35417,22,2905,0,0,0.9999999,212.0,0,20-29,2,20-39
14746,82,5067,0,0,0.000515717,700.0,0,80-89,10,80-96
24138,89,8333,1,0,0.071766686,0.021118311,0,80-89,10,80-96
22439,87,5067,0,0,0.020992754,26.0,0,80-89,3,80-96
11082,22,1300,0,0,0.9999999,0.396617986,0,20-29,3,20-39
19931,86,5067,0,0,0.003636253,3.0,0,80-89,3,80-96
15966,24,3200,0,0,0.9999999,0.135895033,0,20-29,1,20-39
8747,83,5098,0,0,0.0,0.128260443,0,80-89,7,80-96
35235,83,5067,0,0,0.042863264,782.0,0,80-89,21,80-96
13143,87,6000,0,0,0.020639174,0.002499583,0,80-89,4,80-96
9605,90,1783,0,0,0.009386166,0.542600897,0,90+,6,80-96
10287,24,2905,0,0,0.9999999,3.0,0,20-29,1,20-39
5956,24,3000,0,0,0.882235529,0.12095968,0,20-29,2,20-39
26546,24,1500,0,0,0.722811269,0.488341106,1,20-29,5,20-39
20547,82,17000,0,0,0.0,0.190282925,0,80-89,21,80-96
6745,93,4388,0,0,0.0,0.0,0,90+,2,80-96
34141,86,2667,0,0,0.0,0.058470765,0,80-89,5,80-96
32473,22,2133,0,0,0.9999999,0.0,0,20-29,5,20-39
28147,81,7898,0,0,0.024429864,0.086213445,0,80-89,14,80-96
30134,88,5000,0,0,0.093154915,0.00959808,0,80-89,5,80-96
24946,24,1879,1,0,0.9999999,0.194680851,0,20-29,1,20-39
32008,84,5000,0,0,0.028948553,0.00359928,0,80-89,1,80-96
1301,87,3400,0,0,0.008123322,0.150249926,0,80-89,6,80-96
31266,87,1845,0,0,0.010208778,0.003791983,0,80-89,2,80-96
11279,24,2905,0,0,0.9999999,0.0,0,20-29,5,20-39
15403,81,5067,0,0,0.01804676,3140.0,1,80-89,6,80-96
4415,82,3500,0,0,0.011252567,0.065409883,0,80-89,11,80-96
15636,90,3594,0,0,0.024101946,0.007788595,0,90+,5,80-96
23258,23,2500,0,0,0.0,0.0,0,20-29,2,20-39
30422,81,2500,0,0,0.03086475,0.056777289,2,80-89,13,80-96
4697,89,4865,0,0,0.013239914,0.004521167,0,80-89,6,80-96
9936,91,2500,0,0,0.016996233,0.011595362,0,90+,4,80-96
4148,83,5689,0,0,0.011679691,0.04797891,0,80-89,7,80-96
15986,24,1400,1,0,0.65849228,0.014989293,2,20-29,1,20-39
8505,23,600,0,0,0.045848456,0.029950083,0,20-29,8,20-39
12838,85,501,0,0,0.13144914,0.057768924,0,80-89,4,80-96
5687,23,820,0,0,0.014628275,0.004872107,0,20-29,3,20-39
110,89,3400,0,0,0.011770756,0.001470156,0,80-89,4,80-96
26832,23,1100,0,0,0.337325349,0.008174387,0,20-29,2,20-39
25121,81,5067,0,0,0.055322504,105.0,0,80-89,8,80-96
32646,84,4500,0,0,0.006913674,0.002666074,0,80-89,4,80-96
17806,87,2037,0,0,0.0,0.203631011,0,80-89,5,80-96
3486,86,5067,0,0,0.037400064,1054.0,0,80-89,9,80-96
19010,23,2905,0,0,0.9999999,0.0,0,20-29,5,20-39
18309,84,7000,0,0,0.0,0.0,0,80-89,2,80-96
5351,24,1500,0,0,0.0,0.171219187,0,20-29,4,20-39
25765,81,4405,0,0,0.841402211,0.766681798,0,80-89,20,80-96
29110,84,4000,0,0,0.087912088,0.030492377,0,80-89,5,80-96
16245,90,4388,0,0,0.021851527,6.0,0,90+,4,80-96
7146,24,2557,0,0,0.013260424,0.014464425,0,20-29,6,20-39
34159,83,3674,0,0,0.033511166,0.010068027,0,80-89,7,80-96
15099,24,1000,0,0,0.923931149,0.54045954,1,20-29,5,20-39
26940,82,3200,1,0,0.008447985,0.079350203,0,80-89,7,80-96
24688,23,820,0,0,0.270486342,0.014616322,0,20-29,1,20-39
30872,85,5067,0,0,0.131292,1430.0,0,80-89,10,80-96
223,23,1200,0,0,0.9999999,0.208992506,0,20-29,1,20-39
20725,87,5067,0,0,0.0,239.0,0,80-89,9,80-96
28090,86,2800,0,0,0.172640703,0.241342378,0,80-89,11,80-96
2570,82,2063,0,0,0.171746675,0.072189922,0,80-89,9,80-96
21402,84,1000,0,0,0.031568745,1.207792208,0,80-89,13,80-96
15625,82,5067,0,0,0.011429984,18.0,0,80-89,4,80-96
4092,91,3200,0,0,0.322320954,0.118712902,0,90+,10,80-96
24349,24,2557,0,0,0.033101165,0.005473026,0,20-29,3,20-39
3292,89,1803,0,0,0.006959722,0.002771619,0,80-89,4,80-96
12559,24,1450,0,0,0.9999999,0.286698828,1,20-29,1,20-39
30885,85,1301,0,0,0.062082081,0.023041475,0,80-89,3,80-96
22015,87,7000,1,0,0.001217356,0.003428082,0,80-89,3,80-96
3121,82,5067,0,0,0.0,475.0,0,80-89,3,80-96
10116,84,2501,0,0,0.096126255,0.026378897,0,80-89,2,80-96
6353,94,2337,0,0,0.0,0.0,1,90+,4,80-96
29419,89,5067,0,0,0.014108335,1458.0,0,80-89,9,80-96
17750,86,5067,0,0,0.007679386,1328.0,0,80-89,3,80-96
33680,87,5067,0,0,0.037877822,17.0,0,80-89,4,80-96
32013,83,15000,1,0,0.001151233,0.089194054,0,80-89,17,80-96
12851,81,6000,0,0,0.04118057,0.006665556,0,80-89,4,80-96
17810,23,2364,0,0,1.113772455,0.006765328,0,20-29,1,20-39
34320,81,3800,1,0,0.005298361,0.23388582,0,80-89,9,80-96
1897,81,1950,0,0,0.044534236,0.046642747,0,80-89,9,80-96
34618,22,929,0,0,0.003998001,0.0,0,20-29,5,20-39
23259,81,2666,0,0,0.00662786,0.001124859,0,80-89,2,80-96
14273,24,1000,0,0,0.994003997,0.043956044,0,20-29,2,20-39
2495,84,5067,0,0,0.027565433,94.0,0,80-89,12,80-96
33015,85,5067,0,0,0.076728218,1535.0,0,80-89,5,80-96
32543,86,5067,0,0,0.079757114,619.0,0,80-89,3,80-96
23677,90,4388,0,0,0.025809567,49.0,0,90+,11,80-96
17316,23,929,0,0,0.19320453,0.008602151,0,20-29,2,20-39
6903,81,7800,0,0,0.035997222,0.062043328,0,80-89,15,80-96
1807,85,4000,0,0,0.016024911,0.004498875,0,80-89,3,80-96
23814,87,5067,0,0,0.024846877,53.0,0,80-89,6,80-96
26217,86,5067,0,0,0.004811958,1616.0,0,80-89,5,80-96
14274,23,3500,0,0,0.045823787,0.001713796,0,20-29,1,20-39
4278,81,8100,0,0,0.179107051,0.455252438,0,80-89,7,80-96
27264,86,151,0,0,0.027275578,0.572368421,0,80-89,9,80-96
34629,23,929,0,0,0.179213857,0.008602151,0,20-29,1,20-39
34190,81,5899,0,0,0.003340586,0.000677966,0,80-89,7,80-96
33997,24,820,0,0,0.322973267,0.053593179,1,20-29,4,20-39
35987,89,2167,0,0,0.008999743,0.004151292,0,80-89,2,80-96
33474,21,2905,0,0,0.9999999,112.0,0,20-29,1,20-39
34905,93,4388,0,0,0.0,8.0,0,90+,2,80-96
23363,84,5067,0,0,0.0,0.0,0,80-89,3,80-96
1873,82,2100,0,0,0.001502847,0.35078534,0,80-89,4,80-96
21476,84,0,0,0,0.9999999,0.0,0,80-89,7,80-96
16873,24,1,0,0,0.37962038,5.5,0,20-29,1,20-39
5827,85,6250,0,0,0.036680985,0.160294353,0,80-89,12,80-96
28306,81,5067,0,0,0.101982848,173.0,0,80-89,6,80-96
27519,23,820,0,0,0.9999999,0.001218027,0,20-29,1,20-39
7779,22,100,0,0,0.9999999,0.0,0,20-29,1,20-39
30063,81,10500,0,0,0.061335912,0.018379202,0,80-89,11,80-96
13479,22,1500,0,0,0.0,0.0,0,20-29,2,20-39
18514,81,11416,0,0,0.000482021,0.169133748,0,80-89,19,80-96
2829,82,4589,0,0,0.208616612,0.372331155,0,80-89,14,80-96
27567,82,1871,0,0,0.0,0.069444444,0,80-89,1,80-96
17251,87,3333,0,0,0.008607003,0.00239952,0,80-89,6,80-96
183,82,2607,0,0,0.017837002,0.677147239,0,80-89,11,80-96
2822,22,3800,0,0,1.035928144,0.00394633,0,20-29,1,20-39
14767,22,2905,0,0,0.9999999,0.0,0,20-29,5,20-39
8633,81,5400,0,0,0.060068608,0.245510091,0,80-89,9,80-96
1831,23,1000,0,0,0.9999999,0.184815185,0,20-29,2,20-39
6918,82,5067,0,0,0.050276232,76.0,0,80-89,6,80-96
17182,22,2000,0,0,0.723793677,0.006496752,0,20-29,1,20-39
15434,81,4000,0,0,0.0236339,0.008747813,0,80-89,9,80-96
3407,24,820,0,0,0.004266098,0.0,0,20-29,4,20-39
13309,84,2200,0,0,0.092731273,0.056338028,0,80-89,7,80-96
18586,89,3000,0,0,0.006236976,0.144951683,0,80-89,21,80-96
34208,84,1500,0,0,0.064007472,0.022651566,0,80-89,5,80-96
33774,88,5067,0,0,0.007079313,15.0,0,80-89,6,80-96
2538,91,4388,0,0,0.0,18.0,2,90+,5,80-96
2303,21,2905,0,0,0.974392418,672.0,0,20-29,1,20-39
11390,91,6000,0,0,0.057159446,0.008831861,0,90+,3,80-96
9928,82,2700,0,0,0.609302058,0.249166975,0,80-89,11,80-96
2262,23,1200,0,0,0.9999999,0.0,0,20-29,1,20-39
1714,24,0,0,0,0.9999999,0.0,0,20-29,1,20-39
19873,81,5067,0,0,0.9999999,533.0,0,80-89,1,80-96
28096,81,5067,0,0,0.000263649,4.0,0,80-89,12,80-96
2922,87,3066,0,0,0.007614957,0.005216824,0,80-89,6,80-96
19246,85,5840,0,0,0.0,0.004108885,0,80-89,11,80-96
33557,88,6000,1,0,0.001826064,0.04065989,0,80-89,7,80-96
29304,82,5067,0,0,0.0,0.0,0,80-89,5,80-96
4005,84,5067,0,0,0.003673319,2.0,0,80-89,2,80-96
12775,87,2606,0,0,0.020967658,0.013808976,0,80-89,8,80-96
15584,23,150,0,0,0.199454793,0.119205298,0,20-29,4,20-39
4841,82,0,0,0,0.016599078,19.0,0,80-89,5,80-96
7788,82,4500,0,0,0.061927198,0.021550766,1,80-89,15,80-96
2240,22,800,0,0,0.0,0.139825218,0,20-29,2,20-39
6485,93,4388,0,0,0.9999999,413.0,0,90+,1,80-96
23818,81,3193,0,0,0.452592937,0.800876644,0,80-89,17,80-96
29960,82,5067,0,0,0.120786125,181.0,0,80-89,4,80-96
4732,21,550,0,0,0.9999999,0.176043557,0,20-29,1,20-39
12020,83,2916,0,0,0.000147678,0.001371272,0,80-89,14,80-96
33222,85,5833,0,0,0.009381961,0.286424409,0,80-89,21,80-96
23737,22,820,0,0,0.9999999,0.0,0,20-29,1,20-39
25859,24,4000,2,0,0.965344885,0.021494626,1,20-29,3,20-39
33153,22,820,0,0,0.0,0.0,0,20-29,2,20-39
33448,87,2727,0,0,0.003498526,0.001099707,0,80-89,2,80-96
69,23,2905,0,0,1.005712654,1092.0,1,20-29,7,20-39
12770,88,3413,0,0,0.024099197,0.006151142,0,80-89,1,80-96
30298,81,2100,0,0,0.088656747,0.036173251,0,80-89,4,80-96
1476,84,5067,0,0,0.035258296,30.0,0,80-89,4,80-96
543,82,9949,0,0,0.197220558,0.206432161,0,80-89,14,80-96
29902,90,4388,1,0,0.03848263,484.0,0,90+,3,80-96
30413,23,929,0,0,0.025135676,0.002150538,0,20-29,3,20-39
6325,24,3500,0,0,0.370848936,0.681233933,0,20-29,9,20-39
3329,24,4000,0,0,0.458688621,0.087728068,0,20-29,3,20-39
19337,88,2000,0,0,0.0,0.412793603,0,80-89,17,80-96
19618,83,5067,0,0,0.830754707,2802.0,0,80-89,19,80-96
20139,24,3800,0,0,0.0,0.136806104,0,20-29,3,20-39
24115,22,3600,0,0,0.9999999,0.0,0,20-29,1,20-39
22633,23,898,0,0,0.0,0.0,0,20-29,2,20-39
5510,87,7200,1,0,0.074374523,0.011942786,0,80-89,8,80-96
5361,24,2905,0,0,0.0,0.0,0,20-29,1,20-39
23721,82,10500,0,0,0.066545871,0.083515856,0,80-89,10,80-96
25772,23,1660,0,0,0.279766861,0.282962071,0,20-29,5,20-39
32590,88,1900,0,0,0.0577568,0.007890584,1,80-89,3,80-96
24978,93,6799,0,0,0.060479499,0.006470588,0,90+,7,80-96
14461,90,4388,0,0,0.00367322,1.0,0,90+,3,80-96
8604,24,2905,0,0,1.046908316,137.0,1,20-29,2,20-39
16123,87,10500,0,0,0.022360167,0.0029521,0,80-89,11,80-96
7457,22,0,0,0,0.9999999,0.0,0,20-29,5,20-39
26337,92,4388,0,0,0.005803993,24.0,0,90+,7,80-96
8662,24,3438,0,0,0.9999999,0.100029078,0,20-29,1,20-39
9680,82,3655,0,0,0.035528199,0.337527352,0,80-89,17,80-96
32192,87,5067,0,0,0.030782734,29.0,0,80-89,5,80-96
23703,83,2499,0,0,0.030793841,0.002,0,80-89,2,80-96
22500,81,5250,0,0,0.014404587,0.324509617,1,80-89,4,80-96
31618,85,6239,0,0,0.042771993,0.014262821,0,80-89,6,80-96
2413,84,6641,0,0,0.014337043,0.118789521,0,80-89,12,80-96
6735,23,1200,0,0,0.9999999,0.229808493,0,20-29,1,20-39
20962,81,7262,0,0,0.775048423,0.725044747,1,80-89,21,80-96
25871,82,400,0,0,0.9999999,20.94513716,5,80-89,4,80-96
23260,90,3100,0,0,0.023089276,0.004837149,0,90+,6,80-96
30212,89,6650,0,0,0.027215367,0.007367313,0,80-89,7,80-96
26400,85,11333,1,0,0.402752981,0.181048174,0,80-89,16,80-96
8795,82,8719,0,0,0.0,0.0,2,80-89,8,80-96
11076,92,5000,0,0,0.005458258,0.00219956,0,90+,6,80-96
2967,24,1600,0,0,0.045954046,0.00062461,0,20-29,2,20-39
31128,81,3333,0,0,0.046710949,0.00569886,0,80-89,2,80-96
11562,81,5067,0,0,0.382803821,51.0,0,80-89,2,80-96
20000,81,3400,0,0,0.018753791,0.009703029,0,80-89,9,80-96
13255,90,8000,0,0,0.005030692,0.001124859,0,90+,4,80-96
26084,82,4583,0,0,0.034745989,0.015924956,0,80-89,8,80-96
1782,23,0,0,0,0.226386807,13.0,0,20-29,2,20-39
19574,85,5067,0,0,0.040073277,15.0,0,80-89,3,80-96
35925,87,5126,0,0,0.00236725,0.000195046,0,80-89,4,80-96
24571,23,3900,0,0,0.5982009,0.008972058,0,20-29,2,20-39
25507,86,5067,0,0,0.111714374,97.0,0,80-89,4,80-96
252,23,800,0,0,0.9999999,0.0,0,20-29,5,20-39
12984,24,400,0,0,0.807596202,0.119700748,0,20-29,2,20-39
22259,85,2248,0,0,0.9999999,0.232103157,0,80-89,1,80-96
34687,85,6500,0,0,0.078330722,0.016459006,0,80-89,6,80-96
9048,81,6507,0,0,0.095098609,0.092501537,0,80-89,6,80-96
23623,81,4734,0,0,0.0,0.0,0,80-89,5,80-96
35368,23,0,0,0,0.9999999,0.0,0,20-29,1,20-39
30901,24,2042,0,0,0.109071078,0.008810573,0,20-29,3,20-39
29435,83,5000,0,0,0.0,0.00019996,0,80-89,6,80-96
35997,84,8456,0,0,0.061117148,0.013598203,0,80-89,7,80-96
30456,88,2500,0,0,0.000379397,0.280287885,0,80-89,7,80-96
21334,85,5339,0,0,0.014865676,0.001123596,0,80-89,4,80-96
12132,87,10500,0,0,0.034131401,0.006380345,1,80-89,17,80-96
20810,24,2200,0,0,0.094392004,0.06406179,0,20-29,3,20-39
22093,84,5067,0,0,0.004588822,4737.0,0,80-89,9,80-96
15902,85,6000,0,0,0.063748811,0.020996501,0,80-89,10,80-96
20127,23,500,0,0,0.9999999,0.0,0,20-29,1,20-39
13180,90,4388,0,0,0.001083303,37.0,0,90+,10,80-96
17282,90,7083,0,0,0.007310949,0.001411632,0,90+,5,80-96
35597,82,5507,1,0,0.0,0.0,0,80-89,5,80-96
12465,92,4388,0,0,0.125387673,2925.0,4,90+,21,80-96
2193,84,6500,0,0,0.267839026,0.272265805,0,80-89,14,80-96
17638,87,4583,0,0,0.022966988,0.003272251,0,80-89,3,80-96
32453,84,4500,0,0,0.00729927,0.000444346,0,80-89,1,80-96
25238,81,5000,0,0,0.058963878,0.114977005,2,80-89,18,80-96
