user_id,age,sex,last_month_salary,number_dependents,default_flag
16292,63,M,,,0
18761,63,F,,,0
22980,63,M,,,0
24753,63,F,,,0
25080,63,M,,,0
25102,63,M,,,0
26115,63,M,,,0
30126,63,F,,,0
31256,63,F,,,0
31860,63,M,,,0
32129,63,M,,,0
32362,63,M,,,0
35935,63,M,,,0
2331,64,M,,,0
2737,64,M,,,0
3072,64,M,,,0
4185,64,M,,,0
5601,64,F,,,0
6985,64,M,,,0
10542,64,M,,,0
11314,64,M,,,0
11589,64,M,,,0
12338,64,F,,,0
15472,64,M,,,0
16042,64,M,,,0
20382,64,M,,,0
22135,64,M,,,0
23332,64,M,,,0
25218,64,F,,,0
27674,64,M,,,0
28184,64,F,,,0
32751,64,M,,,0
34898,64,F,,,0
34902,64,M,,,0
35775,64,M,,,0
35889,64,M,,,0
58,65,F,,,0
2204,65,F,,,0
3076,65,F,,,0
4399,65,F,,,0
5525,65,M,,,0
9450,65,F,,,0
10257,65,M,,,0
11932,65,M,,,0
13980,65,M,,,0
18743,65,M,,,0
20380,65,M,,,0
22101,65,F,,,0
22260,65,M,,,0
23931,65,M,,,0
27289,65,M,,,0
28076,65,F,,,0
29240,65,M,,,0
29329,65,M,,,0
33409,65,M,,,0
33528,65,M,,,0
33648,65,M,,,0
33691,65,M,,,0
2690,66,F,,,0
3040,66,M,,,0
5503,66,M,,,0
6617,66,M,,,0
6632,66,M,,,0
7387,66,M,,,0
9550,66,F,,,0
10988,66,M,,,0
13151,66,M,,,0
14285,66,M,,,0
14836,66,F,,,0
14943,66,M,,,0
22036,66,F,,,0
24087,66,M,,,0
25328,66,M,,,0
27802,66,M,,,0
28179,66,F,,,0
29405,66,M,,,0
29730,66,F,,,0
30374,66,M,,,0
33542,66,M,,,0
34175,66,M,,,0
209,67,M,,,0
1681,67,F,,,0
1764,67,F,,,0
2417,67,M,,,0
5266,67,F,,,0
7022,67,M,,,0
11164,67,F,,,0
12122,67,M,,,0
12651,67,M,,,0
15514,67,M,,,0
17793,67,F,,,0
18538,67,F,,,0
19481,67,F,,,0
22810,67,F,,,0
25051,67,M,,,0
31446,67,F,,,0
35239,67,F,,,0
35660,67,M,,,0
3042,68,M,,,0
10202,68,M,,,0
13817,68,M,,,0
15366,68,F,,,0
16115,68,M,,,0
16903,68,M,,,0
17558,68,F,,,0
18696,68,F,,,0
21099,68,F,,,0
22400,68,M,,,0
23347,68,M,,,0
25030,68,F,,,0
25237,68,M,,,0
28786,68,F,,,0
28879,68,F,,,0
31101,68,F,,,0
32845,68,M,,,0
33819,68,F,,,0
34889,68,M,,,0
4211,69,M,,,0
10837,69,M,,,0
10976,69,F,,,0
12014,69,M,,,0
17894,69,M,,,0
18412,69,M,,,0
21370,69,F,,,0
23555,69,M,,,0
24547,69,M,,,0
28019,69,F,,,0
28486,69,F,,,0
33789,69,M,,,0
1025,70,M,,,0
1103,70,M,,,0
2651,70,M,,,0
3011,70,M,,,0
3274,70,M,,,0
7806,70,F,,,0
8221,70,F,,,0
17214,70,M,,,0
19081,70,F,,,0
22755,70,M,,,0
23430,70,F,,,0
25211,70,M,,,0
25928,70,M,,,0
25948,70,M,,,0
26344,70,F,,,0
26778,70,F,,,0
27113,70,F,,,0
30322,70,M,,,0
30355,70,M,,,0
31715,70,M,,,0
33510,70,F,,,0
35708,70,M,,,0
1335,71,M,,,0
3685,71,M,,,0
8867,71,M,,,0
16064,71,F,,,0
18078,71,F,,,0
19018,71,F,,,0
21651,71,M,,,0
22797,71,M,,,0
26478,71,F,,,0
29754,71,M,,,0
33128,71,M,,,0
3586,72,F,,,0
4431,72,M,,,0
7921,72,F,,,0
8347,72,M,,,0
9471,72,M,,,0
11727,72,M,,,0
19431,72,M,,,0
21423,72,M,,,0
26204,72,F,,,0
28507,72,M,,,0
28562,72,M,,,0
31055,72,M,,,0
32001,72,F,,,0
32062,72,M,,,0
33969,72,M,,,0
517,73,M,,,0
721,73,F,,,0
1253,73,F,,,0
10351,73,M,,,0
16853,73,F,,,0
26872,73,M,,,0
28394,73,M,,,0
31035,73,M,,,0
31708,73,M,,,0
1958,74,F,,,0
3449,74,M,,,0
3530,74,F,,,0
4519,74,F,,,0
10537,74,M,,,0
13395,74,M,,,0
14986,74,F,,,0
15968,74,M,,,0
17626,74,F,,,0
21400,74,M,,,0
25157,74,M,,,0
26184,74,F,,,0
26829,74,M,,,0
30349,74,M,,,0
31721,74,F,,,0
32089,74,M,,,0
32926,74,F,,,0
33772,74,M,,,0
1085,75,M,,,0
2838,75,F,,,0
3373,75,F,,,0
6296,75,F,,,0
6978,75,F,,,0
7223,75,M,,,0
8379,75,F,,,0
8414,75,M,,,0
8913,75,F,,,0
9820,75,M,,,0
10852,75,M,,,0
13408,75,M,,,0
18577,75,M,,,0
18784,75,F,,,0
20968,75,M,,,0
22091,75,M,,,0
22425,75,M,,,0
22820,75,M,,,0
24724,75,F,,,0
25187,75,M,,,0
26982,75,M,,,0
29694,75,M,,,0
30890,75,F,,,0
31728,75,M,,,0
35034,75,M,,,0
2177,76,M,,,0
5528,76,M,,,0
6797,76,M,,,0
7864,76,F,,,0
10961,76,F,,,0
11843,76,M,,,0
14000,76,M,,,0
15042,76,M,,,0
15318,76,F,,,0
17201,76,F,,,0
22179,76,F,,,0
22262,76,M,,,0
23501,76,F,,,0
27061,76,F,,,0
29121,76,F,,,0
30117,76,M,,,0
1338,77,F,,,0
2276,77,F,,,0
8685,77,M,,,0
9869,77,M,,,0
10292,77,M,,,0
12511,77,M,,,0
13456,77,F,,,0
22009,77,M,,,0
22926,77,F,,,0
24704,77,F,,,0
27236,77,F,,,0
27522,77,M,,,0
28587,77,M,,,0
33350,77,F,,,0
5752,78,M,,,0
6814,78,M,,,0
7275,78,M,,,0
9774,78,M,,,0
17948,78,M,,,0
18225,78,M,,,0
24309,78,M,,,0
27382,78,M,,,0
27587,78,M,,,0
30719,78,F,,,0
169,79,M,,,0
2215,79,M,,,0
3768,79,M,,,0
8606,79,F,,,0
10265,79,M,,,0
10773,79,F,,,0
15507,79,M,,,0
19166,79,F,,,0
19864,79,F,,,0
20301,79,F,,,0
23481,79,F,,,0
27628,79,M,,,0
28875,79,M,,,0
28913,79,F,,,0
30927,79,M,,,0
32152,79,M,,,0
34956,79,F,,,0
1267,80,M,,,0
6902,80,M,,,0
8174,80,M,,,0
8643,80,M,,,0
9436,80,F,,,0
9588,80,M,,,0
12304,80,F,,,0
15322,80,M,,,0
17293,80,F,,,0
17737,80,M,,,0
19181,80,F,,,0
19750,80,F,,,0
29057,80,M,,,0
34569,80,M,,,0
840,81,M,,,0
8567,81,M,,,0
15403,81,M,,,0
20733,81,F,,,0
21657,81,M,,,0
28072,81,M,,,0
28306,81,F,,,0
29413,81,F,,,0
6417,82,M,,,0
7675,82,M,,,0
8772,82,M,,,0
10360,82,M,,,0
13020,82,M,,,0
14003,82,M,,,0
15854,82,M,,,0
17228,82,M,,,0
20020,82,M,,,0
23452,82,M,,,0
26945,82,M,,,0
33194,82,M,,,0
34100,82,M,,,0
35300,82,M,,,0
1892,83,M,,,0
2853,83,F,,,0
2953,83,F,,,0
3666,83,F,,,0
12513,83,F,,,0
14779,83,F,,,0
18326,83,F,,,0
24152,83,M,,,0
28961,83,F,,,0
30904,83,F,,,0
1476,84,F,,,0
4005,84,M,,,0
4927,84,M,,,0
5835,84,M,,,0
8711,84,M,,,0
10244,84,F,,,0
11824,84,F,,,0
21019,84,F,,,0
22093,84,F,,,0
25873,84,F,,,0
27124,84,F,,,0
34447,84,M,,,0
527,85,M,,,0
2287,85,M,,,0
4173,85,F,,,0
12309,85,M,,,0
19175,85,M,,,0
22529,85,M,,,0
23368,85,M,,,0
26724,85,F,,,0
1956,86,F,,,0
3486,86,F,,,0
4218,86,F,,,0
11610,86,F,,,0
18748,86,M,,,0
19235,86,M,,,0
20576,86,F,,,0
26217,86,M,,,0
31229,86,M,,,0
35779,86,F,,,0
435,87,M,,,0
4661,87,F,,,0
8866,87,F,,,0
8951,87,M,,,0
19725,87,M,,,0
27982,87,M,,,0
28188,87,M,,,0
30954,87,M,,,0
32192,87,M,,,0
62,88,M,,,0
7405,88,M,,,0
14970,88,F,,,0
20770,88,F,,,0
24859,88,F,,,0
28906,88,F,,,0
29450,88,F,,,0
6889,89,M,,,0
8553,89,F,,,0
11463,89,M,,,0
15544,89,F,,,0
23650,89,F,,,0
25067,89,M,,,0
26692,89,M,,,0
29419,89,F,,,0
35311,89,M,,,0
3864,90,F,,,0
3976,90,F,,,0
9999,90,F,,,0
12913,90,F,,,0
14461,90,F,,,0
14867,90,M,,,0
15224,90,F,,,0
16375,90,M,,,0
19674,90,M,,,0
22159,90,F,,,0
25952,90,M,,,0
33213,90,F,,,0
4081,91,F,,,0
7141,91,F,,,0
18020,91,M,,,0
19421,91,F,,,0
25782,91,M,,,0
28194,91,M,,,0
35145,91,M,,,0
18722,92,M,,,0
26337,92,M,,,0
6428,93,M,,,0
6745,93,M,,,0
34905,93,M,,,0
6975,94,M,,,0
7044,94,F,,,0
25959,94,F,,,0
33471,94,M,,,0
4402,96,M,,,0
34897,96,M,,,0
35832,96,M,,,0
135,109,M,,,0
280,21,M,4000.0,0,0
865,21,M,867.0,0,0
2303,21,M,,0,0
2932,21,M,,0,0
2966,21,F,641.0,0,0
3108,21,M,,0,0
3985,21,M,3300.0,0,0
4012,21,M,0.0,0,0
4732,21,M,550.0,0,0
5381,21,F,9686.0,0,0
9754,21,M,854.0,0,0
9884,21,F,833.0,0,0
10438,21,F,1160.0,0,0
12520,21,M,0.0,0,0
13372,21,M,2000.0,0,0
14999,21,F,0.0,0,0
15684,21,F,,0,0
16574,21,M,1300.0,0,0
16848,21,M,0.0,0,0
17258,21,F,845.0,0,0
18209,21,M,1300.0,0,0
18682,21,M,,0,0
20846,21,F,929.0,0,0
22147,21,M,820.0,0,0
22623,21,M,2420.0,0,0
24324,21,F,1370.0,0,0
24559,21,F,0.0,0,0
26170,21,F,1.0,0,0
27733,21,F,1000.0,0,0
35630,21,F,700.0,0,0
771,22,M,1000.0,0,0
796,22,F,929.0,0,0
941,22,F,2745.0,0,0
1158,22,F,929.0,0,0
1792,22,M,864.0,0,0
2240,22,M,800.0,0,0
2501,22,F,1600.0,0,0
2822,22,M,3800.0,0,0
3045,22,M,500.0,0,0
3683,22,M,,0,0
3904,22,F,1.0,0,0
4197,22,M,,0,0
5465,22,M,1500.0,0,0
6011,22,M,1900.0,0,0
6309,22,M,0.0,0,0
6546,22,F,704.0,0,0
6865,22,M,0.0,0,0
6923,22,M,7370.0,0,0
7252,22,M,1760.0,0,0
7457,22,M,0.0,0,0
7628,22,M,0.0,0,0
7661,22,F,2000.0,0,0
7700,22,M,1700.0,0,0
7779,22,F,100.0,0,0
7825,22,M,820.0,0,0
9076,22,F,3600.0,0,0
9401,22,F,1308.0,0,0
9696,22,F,0.0,0,0
11082,22,M,1300.0,0,0
11173,22,F,4500.0,0,0
12603,22,M,929.0,0,0
12647,22,M,,0,0
12666,22,F,,0,0
12798,22,F,1200.0,0,0
13011,22,M,2280.0,0,0
13479,22,F,1500.0,0,0
13521,22,F,,0,0
13819,22,F,,0,0
13965,22,M,2000.0,0,0
14112,22,M,0.0,0,0
14767,22,M,,0,0
15572,22,M,1900.0,0,0
17182,22,M,2000.0,0,0
17431,22,M,,0,0
17528,22,M,2150.0,0,0
17714,22,M,2745.0,0,0
18697,22,M,1600.0,0,0
19053,22,F,820.0,0,0
19143,22,M,820.0,0,0
19672,22,M,300.0,0,0
20487,22,M,,0,0
20557,22,M,0.0,0,0
20779,22,F,0.0,0,0
20824,22,F,4500.0,0,0
21325,22,M,1300.0,0,0
21372,22,M,929.0,0,0
21860,22,M,929.0,0,0
21887,22,M,526.0,0,0
22115,22,M,1500.0,0,0
22193,22,F,1200.0,0,0
22396,22,F,1540.0,0,0
22960,22,M,1920.0,0,0
23035,22,M,400.0,0,0
23057,22,M,,0,0
23513,22,F,615.0,0,0
23577,22,M,820.0,0,0
23671,22,M,929.0,0,0
23737,22,M,820.0,0,0
24115,22,M,3600.0,0,0
24166,22,F,820.0,0,0
24286,22,F,820.0,0,0
25132,22,M,1.0,0,0
25469,22,M,,0,0
26111,22,M,1400.0,0,0
26354,22,M,,0,0
30240,22,M,929.0,0,0
30541,22,F,2500.0,0,0
30918,22,F,2083.0,0,0
31374,22,M,929.0,0,0
31904,22,F,0.0,0,0
31952,22,M,929.0,0,0
32341,22,F,350.0,0,0
32473,22,F,2133.0,0,0
32951,22,M,,0,0
33153,22,F,820.0,0,0
33171,22,M,3000.0,0,0
33270,22,F,,0,0
33917,22,M,820.0,0,0
34458,22,F,300.0,0,0
34618,22,F,929.0,0,0
34674,22,M,1000.0,0,0
34849,22,M,1700.0,0,0
35562,22,M,1000.0,0,0
35568,22,M,1600.0,0,0
35583,22,M,450.0,0,0
35688,22,M,2000.0,0,0
35846,22,F,820.0,0,0
69,23,M,,0,0
99,23,F,2200.0,0,0
223,23,M,1200.0,0,0
252,23,M,800.0,0,0
337,23,M,820.0,0,0
398,23,F,2557.0,0,0
879,23,F,0.0,0,0
1027,23,M,1666.0,0,0
1141,23,F,1800.0,0,0
1782,23,M,0.0,0,0
1791,23,M,200.0,0,0
1831,23,M,1000.0,0,0
2129,23,M,898.0,0,0
2167,23,M,1750.0,0,0
2243,23,M,820.0,0,0
2262,23,M,1200.0,0,0
2393,23,F,1000.0,0,0
2686,23,F,1527.0,0,0
2991,23,M,3700.0,0,0
3232,23,M,4583.0,0,0
3314,23,M,,0,0
3546,23,F,1580.0,0,0
3569,23,M,0.0,0,0
3762,23,M,600.0,0,0
4341,23,F,898.0,0,0
4357,23,M,600.0,0,0
4720,23,M,10000.0,0,0
4724,23,F,2557.0,0,0
4842,23,M,3333.0,0,0
5513,23,F,2700.0,0,0
5558,23,F,3000.0,0,0
5687,23,M,820.0,0,0
6329,23,M,1641.0,0,0
6411,23,M,1500.0,0,0
6476,23,F,898.0,0,0
6735,23,M,1200.0,0,0
6769,23,M,3000.0,0,0
6958,23,F,,0,0
7328,23,M,,0,0
7334,23,M,0.0,0,0
7486,23,F,1923.0,0,0
7540,23,M,3229.0,0,0
8505,23,M,600.0,0,0
8628,23,M,3040.0,0,0
9347,23,M,0.0,0,0
9350,23,F,864.0,0,0
10352,23,M,400.0,0,0
10498,23,F,770.0,0,0
10501,23,F,820.0,0,0
11223,23,M,929.0,0,0
11256,23,F,800.0,0,0
11378,23,F,820.0,0,0
11474,23,M,800.0,0,0
11842,23,M,1.0,0,0
12567,23,M,1200.0,0,0
13724,23,F,,0,0
14059,23,F,2000.0,0,0
14274,23,M,3500.0,0,0
15354,23,M,929.0,0,0
15584,23,F,150.0,0,0
15726,23,F,,0,0
16136,23,F,764.0,0,0
16383,23,M,,0,0
16494,23,M,2600.0,0,0
16571,23,M,2100.0,0,0
16887,23,M,1500.0,0,0
17316,23,F,929.0,0,0
17527,23,M,1500.0,0,0
17810,23,F,2364.0,0,0
18508,23,M,1800.0,0,0
18765,23,M,,0,0
18888,23,M,2557.0,0,0
18974,23,M,6150.0,0,0
19010,23,F,,0,0
19133,23,F,2000.0,0,0
20127,23,M,500.0,0,0
20319,23,F,300.0,0,0
20806,23,F,820.0,0,0
20830,23,F,1700.0,0,0
20894,23,M,3200.0,0,0
22033,23,F,3083.0,0,0
22256,23,F,820.0,0,0
22278,23,F,1700.0,0,0
22633,23,F,898.0,0,0
23044,23,F,898.0,0,0
23215,23,M,898.0,0,0
23258,23,F,2500.0,0,0
23337,23,M,0.0,0,0
23709,23,M,2500.0,0,0
23738,23,F,1120.0,0,0
24255,23,M,1000.0,0,0
24571,23,M,3900.0,0,0
24688,23,M,820.0,0,0
24963,23,M,1100.0,0,0
25057,23,M,1400.0,0,0
25214,23,M,2000.0,0,0
25772,23,M,1660.0,0,0
25780,23,M,3500.0,0,0
26128,23,M,3000.0,0,0
26602,23,M,3100.0,0,0
26832,23,M,1100.0,0,0
26841,23,F,200.0,0,0
26965,23,M,500.0,0,0
27519,23,F,820.0,0,0
28029,23,M,3800.0,0,0
28152,23,M,1200.0,0,0
28293,23,F,1800.0,0,0
29248,23,M,1855.0,0,0
29260,23,M,0.0,0,0
29602,23,M,820.0,0,0
29627,23,M,0.0,0,0
29688,23,M,3400.0,0,0
29737,23,M,2680.0,0,0
29795,23,M,2700.0,0,0
29965,23,M,,0,0
30006,23,F,898.0,0,0
30323,23,M,820.0,0,0
30413,23,F,929.0,0,0
31183,23,M,1300.0,0,0
