user_id,using_lines_not_secured_personal_assets,debt_ratio,total_times_delayed_payment
303,0.007249819,0.220163723,0
304,0.931213757,0.348089172,0
305,0.004945383,0.414634146,0
306,0.655196588,0.588702234,0
308,0.01259937,0.283300018,0
309,0.035703734,46.0,0
311,0.013655024,0.082608696,0
313,0.277032266,0.612191025,0
315,0.100017475,0.12125675,0
316,0.016161616,0.023809524,0
317,0.292090185,0.519688753,0
318,0.024674383,0.017028773,0
319,0.436167269,2967.5,0
320,0.451192902,0.726054789,0
322,0.300336333,0.641199572,0
323,0.347879761,0.027035674,0
324,0.906690592,1126.0,0
325,0.01408411,0.820043892,0
326,0.323400005,0.270746644,0
328,0.38654265,0.626710713,0
329,0.091130531,0.512090038,0
330,0.061926812,0.475836018,0
332,0.170832825,213.0,0
333,0.020543587,0.176196809,0
335,0.023827898,0.040356299,0
336,0.748757559,0.192510453,0
337,1.070619587,0.058465286,0
338,0.014282669,0.166305616,0
339,0.128524765,0.396700412,0
340,0.019522578,0.258185454,0
342,0.009038288,0.296901033,0
344,0.051765249,48.0,0
345,0.08562393,0.216536426,0
349,0.257896293,0.485813614,0
350,0.215889206,0.421810425,0
351,0.337558869,2870.0,0
353,0.118794604,1.383004047,0
354,0.891310869,0.329608281,0
355,0.013142254,1390.0,0
356,0.053624822,32.0,0
357,0.126445417,0.286080878,0
359,0.035320682,0.533561839,0
360,0.179820504,0.107446277,0
361,0.103607841,0.337700396,0
363,0.003481224,1132.0,1
366,0.191361728,0.454012263,0
367,0.192693193,664.0,0
368,0.416731474,0.409993454,0
369,0.06596179,0.376135472,0
370,0.025943844,0.337264453,0
371,0.001462936,0.150868413,0
372,0.669085693,0.881513205,0
374,0.003649939,0.179277108,0
375,0.545514203,0.32825069,0
376,0.287817141,0.183763247,0
377,1.121171771,306.0,0
378,0.905121825,0.415401703,0
381,0.261497739,0.626271333,0
383,0.026152385,0.279879996,0
388,0.019797308,0.006498375,0
393,0.39290601,111.0,0
394,0.075462938,0.526889865,0
396,5186.0,0.211157768,0
397,0.486708871,0.252884414,0
398,0.474262869,0.011336982,0
400,0.06917806,1431.0,0
401,0.133573751,0.20829167,0
402,0.454359518,199.0,0
403,0.592145127,0.496424599,0
404,0.058924117,0.639307566,0
405,0.173501732,12403.0,0
407,0.592186476,0.261614193,0
408,0.88419487,0.288456923,0
409,0.296945624,3464.0,0
410,0.088722699,2134.0,0
412,0.828847396,1.008952447,0
414,0.004088707,0.312196515,0
417,0.081962822,137.0,0
418,0.581021466,0.418992731,0
419,0.16131085,0.359305363,0
420,0.228694714,1363.0,0
421,0.058859932,0.828434313,0
422,0.055865222,0.022564981,0
423,0.024558612,0.336277287,0
424,0.09466071,0.085835394,0
425,0.00089991,0.365368212,0
426,0.180194752,0.33210264,0
427,0.11019449,1774.0,0
429,0.145804071,3404.0,1
431,0.889334671,0.39854192,0
432,0.268752732,0.32790224,0
433,0.372914193,0.530791789,0
434,0.036961753,0.322783861,0
435,0.000475311,1.0,0
437,0.437740693,1242.0,0
438,0.180754431,0.089487402,0
439,0.072703899,0.514738557,0
440,0.221889055,0.101850121,0
443,0.407932011,0.066165286,0
444,0.395045863,4824.0,0
445,0.176079734,228.0,2
446,0.042068789,0.005053394,0
447,0.019282271,0.350532473,0
450,0.04559772,0.001079957,0
451,0.077660195,0.033403733,0
453,0.665433364,0.221529671,0
454,0.549049445,2.585350023,0
457,0.444981709,0.425850988,0
458,0.235850189,0.106263067,0
459,0.385961404,0.445093817,0
460,0.027048648,0.113460427,0
461,0.554381521,0.29240434,0
462,0.342646088,0.709454456,0
463,0.411942821,0.359691693,0
465,0.024560377,0.255440599,0
466,0.029877496,2953.0,0
467,0.010929724,0.428845692,0
468,0.1141528,0.235702963,0
471,0.03139843,0.275324366,0
474,1.003097719,1.179487179,0
475,0.759280928,899.0,0
476,0.005740528,0.03229673,0
477,0.050538101,0.181358929,0
479,0.101020438,0.144252027,0
481,0.043279689,0.336400302,0
482,0.038860841,0.631936806,0
483,7.25e-05,0.379888268,0
485,0.286344775,0.558459509,0
486,0.085059489,0.238816967,0
487,0.025070533,0.004415475,0
488,0.024614122,0.856163405,0
490,0.031854868,0.36476326,0
491,0.01482988,0.389834206,0
492,0.388697167,0.564991334,0
493,0.014577454,25.0,0
495,0.041238349,0.011180802,0
496,0.035861038,0.259179266,0
497,0.095180964,0.128589263,0
498,0.014819704,0.008312739,0
500,0.107761679,0.290245837,0
501,0.250649957,0.137072585,0
502,0.658577328,0.450033356,0
503,0.203570137,0.132285714,0
504,0.551448551,0.096643656,0
505,0.060299494,0.048217417,0
506,112.0,0.232450501,0
508,0.073734829,0.005185681,0
509,0.042842297,64.0,0
511,0.232067749,0.489414902,0
512,0.016015409,0.200840131,0
513,0.002833097,0.231452688,0
514,0.829056981,0.221564161,1
515,0.012769409,0.184474124,0
516,0.213304852,0.184359296,0
517,0.004134808,34.0,0
518,0.084791386,0.004892736,0
520,0.073393188,0.09965295,0
521,0.272357867,2031.0,0
522,0.450167088,0.168923141,0
523,0.221836321,906.0,0
526,0.377560062,0.193902615,0
527,0.018476584,345.0,0
528,0.027358014,0.096612993,0
529,0.009808475,35.0,0
530,0.786013374,0.258165665,0
531,0.142304407,0.165668663,0
532,0.063052472,0.371987496,0
533,0.095352372,0.281279222,0
534,0.13253907,2416.0,0
536,0.17879106,107.0,0
537,0.020951906,0.485959503,0
538,0.014474567,539.0,0
540,0.077585116,18.0,0
541,0.001119808,0.190629183,0
542,0.17911902,0.046974522,0
543,0.197220558,0.206432161,0
544,0.473451075,0.35623625,0
545,0.004181335,394.0,0
547,0.279744051,41.0,0
549,0.130342429,0.346368715,0
551,0.141573625,0.632962011,0
552,0.00517235,0.25974805,0
553,0.298556363,0.298200514,0
554,0.658835417,1164.0,0
555,0.80182391,0.537386805,0
556,0.571285743,0.904849192,0
557,0.055456094,0.20978311,0
559,0.533705734,0.890027493,0
560,0.008860647,0.003775366,0
561,0.211817734,0.078272106,0
563,0.195073588,0.594119635,0
564,0.448805552,0.477844875,0
565,0.001144044,0.095380924,0
566,0.061129258,2343.0,0
567,0.878805239,1.541677191,0
568,0.043828855,2.141716567,0
569,0.011228206,0.264805224,0
570,0.009050963,0.001801261,0
571,0.135586441,0.206024626,0
572,0.238703089,0.317084603,0
574,0.170758652,0.048454084,0
575,0.097861471,175.0,0
576,0.099132919,721.0,0
578,0.051413654,0.302892428,0
579,0.030698465,0.269524433,0
580,0.950198076,522.0,0
583,0.089366322,121.0,0
585,0.040966583,0.18837535,0
586,0.994011976,14.0,2
590,0.05252518,0.125810056,0
591,0.112419724,0.280928355,0
593,0.006833191,968.0,0
594,0.022649434,0.005817712,0
596,0.024512732,0.745496009,0
599,0.469489649,0.452922965,0
600,0.038854837,0.043416167,0
601,0.972654007,0.1712032,1
602,0.800938389,1825.0,0
603,0.557846744,0.317812232,0
604,0.034907105,0.203380589,0
605,0.032661528,0.604791549,0
606,0.965135763,0.586620614,0
609,0.203305183,0.661667248,0
611,0.033296397,0.014993753,0
612,0.056342885,1758.0,0
613,0.141024757,0.461616675,0
614,0.001653814,1641.0,0
617,0.860082305,871.0,0
618,0.847235662,0.259532841,0
619,0.63721505,0.315337423,0
621,0.158601957,1514.0,0
622,0.66110423,1.029443839,0
623,0.042942244,0.136005423,0
624,0.448255174,0.030447626,0
626,0.236813421,0.086226852,0
627,0.037867442,0.29908865,0
628,0.843559083,0.366819747,1
629,0.582045331,0.081007115,0
630,0.189976667,0.178583886,0
631,0.410789169,0.41025641,0
632,0.086355786,0.210631561,0
633,0.001388865,915.0,0
634,0.061093248,0.351129774,0
636,0.020698965,1864.0,0
637,0.747536059,5052.0,0
638,0.000397012,0.0,0
639,0.860277886,1.437282902,0
640,0.039330891,0.021295089,0
641,0.034871199,0.313133402,0
642,0.080729228,0.197839744,0
644,0.028574286,0.413010234,0
646,0.043494167,587.0,0
648,0.14371018,0.201389376,0
649,0.03227563,0.361210094,0
650,0.968741898,0.374611169,0
651,0.103547411,0.242473644,0
652,0.021970593,0.501791127,1
653,0.737018519,0.205599569,0
654,0.070277189,3622.0,0
656,0.017402945,1770.0,0
657,0.603731766,0.836566725,0
658,0.11684988,1.035580368,0
659,0.107725735,0.650451836,0
661,0.124523416,0.254745255,0
662,0.01159768,0.039428449,0
664,0.01045323,0.457923679,0
665,0.952248407,0.516664436,0
666,0.122781329,0.391752577,0
667,0.0753197,0.007780587,0
668,0.744313507,0.640474277,0
669,0.591120107,0.450116953,0
670,0.053783202,0.467451677,0
672,0.087205393,0.328767123,0
674,0.315312369,0.429497069,0
675,0.020687059,1818.0,0
676,0.005725266,0.000706589,0
677,0.791252131,0.273787702,1
678,0.028240624,0.346695755,0
679,0.554802511,2.62962963,0
681,0.965501917,0.372192245,0
682,0.022965901,0.198085883,0
684,0.966335578,0.340689951,0
685,0.069815643,0.031649084,0
686,0.196807867,0.37043826,0
687,0.414309077,0.329717081,0
688,0.26528407,0.56130064,0
689,0.034664356,15.0,0
693,0.058419244,0.172585266,0
694,0.001656263,0.150681577,0
695,0.005278602,0.157463186,0
696,0.969722936,0.110278524,0
697,0.444201816,0.320834807,0
699,0.346698928,0.699875022,0
702,0.194218319,0.129247749,0
705,0.008197396,1100.5,0
706,0.047489409,4875.0,0
707,0.023727109,0.036507531,0
708,0.024836704,0.368625708,0
709,0.74130675,0.464239371,0
710,0.297020085,0.520814694,0
711,0.000303007,0.251582806,1
712,0.595729615,0.410478793,0
713,0.2268228,0.19730045,2
715,0.006666578,0.540409932,0
716,0.007634306,0.180234913,0
718,0.048867441,0.214703168,0
720,0.107725632,22.0,0
724,0.313894636,1187.0,0
725,0.031504583,1566.0,0
726,0.1029212,0.428742834,0
727,0.069374644,712.0,0
728,0.160794839,2252.0,0
730,0.103799554,4669.0,0
731,0.048011197,0.016231475,0
732,0.37832723,1012.0,0
733,0.775096735,0.470609242,0
734,0.415843069,0.313234338,0
735,0.071853721,0.389401773,0
736,0.014239521,0.007404665,0
737,0.032953048,0.050173632,0
738,0.269640108,0.420441921,0
739,0.001135363,0.000502513,0
742,0.096070828,1766.0,0
743,0.01209877,0.002832861,0
744,0.130564369,2683.0,0
745,0.013674574,0.480074275,0
747,0.145933851,0.418864097,0
749,0.018913113,1930.0,0
751,0.026465175,0.009634612,0
752,0.16247675,0.421420396,0
754,0.00602259,0.222444418,0
755,0.142209743,0.164845385,0
757,0.046906866,0.336666333,0
758,0.018484124,0.011141266,0
759,0.159262784,0.119200467,0
760,0.056410891,0.03811309,0
761,0.602679464,0.060286801,0
763,0.25627285,0.586691659,0
764,0.357664234,126.0,0
765,0.05778606,0.442583086,0
766,0.047185104,0.979324604,0
767,0.67800408,0.755960883,0
769,0.001993928,0.378659414,0
770,0.006056513,95.0,0
771,0.873126873,0.025974026,0
772,0.941856094,0.711183105,0
773,0.240643748,0.137125049,3
777,0.047160139,2166.0,0
779,0.794781909,0.783761161,0
780,0.336755441,0.260184152,0
783,0.208222028,0.438230808,0
784,0.274461408,0.833974135,0
787,0.020103463,932.0,0
788,0.016723359,0.008281972,0
789,0.24475021,3216.0,0
791,0.207680229,0.094795072,0
792,0.499363752,0.094457199,0
795,0.323682233,0.086918349,0
796,0.577474175,0.062365591,0
797,0.323746626,0.26953468,0
800,0.055420423,0.206118612,0
801,0.165933627,0.004284184,0
802,0.806879541,1279.0,0
804,0.038814162,0.036459865,0
805,0.597828328,0.077496274,0
806,0.40768141,0.370325935,0
808,0.707481138,0.037274036,0
810,0.063991729,0.274021935,0
812,0.042964752,0.612506541,0
814,0.623339523,1.610644258,0
815,0.412404873,0.186703029,0
816,0.13702261,1774.0,0
817,0.138396925,0.348404657,0
819,0.045779084,4408.0,0
820,0.131115377,0.318159327,0
821,0.283518128,0.556698086,0
822,0.029278513,3709.0,0
823,6.25e-05,1209.0,0
826,0.078230692,239.0,0
827,0.258896482,1.664095973,0
828,0.02017106,0.168783122,0
834,0.037744591,0.124175165,0
835,0.901614143,944.0,0
836,0.009649518,0.295824238,0
837,0.284955995,0.620796219,0
839,0.072431254,0.782826055,0
840,0.072046398,43.0,0
841,0.588564574,0.122914838,0
842,0.02699183,0.191626744,0
843,0.768017908,0.422370281,0
844,0.040363379,0.012024572,0
845,0.001073361,1.0,0
846,0.537604244,5747.0,0
848,0.206938057,0.530264711,0
849,0.021147226,0.178164367,0
851,0.006315552,0.796080659,0
852,0.000999958,0.139896373,0
853,0.089991001,1038.0,0
855,0.393349767,0.324136185,0
857,0.0112565,5.0,0
858,0.026573903,0.20612742,0
860,0.00870537,0.498553012,0
862,0.020217025,32.0,0
863,0.106496197,0.975394079,0
864,0.001818123,0.50854048,0
868,1.028277635,0.043920293,1
869,0.522095581,78.0,0
870,0.30645124,0.328760587,0
871,0.544445235,0.671004907,0
872,0.025278896,0.501193951,0
873,0.314232002,0.261173883,0
875,0.026148693,15.0,0
876,0.036797181,0.198251479,0
877,0.524231718,0.594094897,0
880,0.650388685,0.271836095,0
881,0.232671242,0.182082043,0
882,0.087867223,0.55222525,0
884,0.031410468,0.819517931,0
885,0.209814251,0.097773279,0
886,0.028070852,0.013594562,0
887,0.35469545,0.081877537,0
888,0.242263458,1526.0,0
890,0.173091511,0.148502496,0
891,0.109433512,0.104544773,0
892,0.082909758,0.417934433,0
893,0.179795505,0.156622125,0
894,0.030611044,0.497933609,0
895,0.152820639,0.093181364,0
897,0.164675445,0.341393207,0
899,0.026720738,2557.0,0
901,0.001399907,0.012818886,0
902,0.46036445,0.249182849,0
903,0.102832075,0.612638343,0
904,0.040452502,0.035997429,0
905,0.083860729,7028.0,0
906,0.026342927,0.004080966,0
907,0.006061436,0.001002406,0
909,0.09235524,594.0,0
910,0.621238042,0.666609648,0
911,0.064664511,0.014496376,0
912,0.109715321,0.323474276,0
913,0.019515379,0.113460831,0
914,0.001309248,1295.0,0
915,0.55685752,0.25034307,1
916,0.024341354,0.381280936,0
917,0.066462236,0.070142904,0
918,0.593482211,0.686105112,0
919,0.02612616,5013.0,0
921,0.02819812,12.0,0
922,0.073270868,0.219772934,0
924,0.026334761,0.005181347,0
925,0.365962576,0.845009597,0
926,0.022498594,1.153593159,0
927,0.46117474,0.260935981,0
928,0.172705024,0.477347661,0
929,0.008531349,0.00350371,0
930,0.226209655,0.438702376,0
932,0.782628334,0.234640249,0
933,0.14344422,0.257297995,0
934,0.099964617,4909.0,0
936,0.078092048,0.320135973,0
938,0.011863097,0.000885515,0
940,0.040572321,0.341035325,0
941,0.08727515,0.03423161,0
942,0.43003413,8.701195219,2
943,0.017911404,0.551936921,0
944,0.005659175,0.325463028,0
946,0.046810237,64.0,0
947,0.02492062,764.0,0
950,0.30486442,0.194268577,0
951,0.000628355,9966.0,0
952,0.030629032,0.16322105,0
953,0.182559648,0.41625226,0
954,0.038971454,0.215156969,0
955,1.215139442,470.0,0
956,0.48166072,0.397631134,0
960,0.107799257,0.348318241,0
961,0.190247241,0.164349735,0
965,0.425339527,0.437331371,0
966,0.23943662,0.259308511,0
967,0.266308862,0.174353206,0
969,0.571443141,0.957084068,0
970,0.13659317,2553.0,0
971,0.24186919,0.195393169,0
972,0.028772057,0.126727433,0
973,0.08964696,0.237470316,0
974,0.651497074,0.619380619,0
975,0.02215552,0.31596674,0
976,0.525684234,5595.0,0
977,0.135583251,0.190480952,0
978,0.038414192,0.052688993,0
980,0.123318109,372.0,0
981,0.359380168,0.440111978,0
982,0.165155109,3108.0,0
984,0.002790265,1.796135909,0
986,0.986270706,2113.0,0
989,0.28911861,0.620928185,0
990,0.073553359,0.460117878,0
991,0.168127729,0.370191742,0
992,0.076621997,0.089412941,0
993,0.042965234,38.0,0
994,1.076505108,0.510566357,1
996,0.954340943,0.14317757,0
997,0.948144709,0.501669881,0
998,0.16332477,0.224292524,0
999,0.00055761,0.0,0
1002,0.03006307,0.005538036,0
1004,0.123621018,0.208381392,0
1005,0.024799173,0.188505347,0
1007,0.030024744,0.554978009,0
1009,0.988834326,0.769143413,0
1011,0.331576077,0.458033573,0
1012,0.580545944,0.047325446,5
1013,0.138981791,0.364148714,0
1014,0.005955607,1.372847461,0
1015,0.058667843,0.166461916,0
1019,0.010338037,0.248771658,0
1020,0.389301659,0.304246384,0
1022,0.773516895,0.692982456,0
1023,0.042902433,42.0,0
1024,1.205980066,0.085155796,2
1027,0.764522174,0.283143371,0
1028,0.033079559,0.014928425,0
1029,1.010941332,160.0,0
1030,0.069388979,0.137938645,0
1032,0.624829557,0.161867365,0
1033,0.136763971,0.589717485,0
1034,0.023490849,0.396860314,0
1036,0.11639418,0.234921103,0
1037,0.02719864,16.0,0
1039,0.232204745,0.051716645,0
1040,0.014381047,21.0,0
1041,0.05254939,0.250937266,0
1042,0.055270002,0.198538235,1
1044,0.83262043,0.56322107,0
1045,0.069026094,0.013028199,0
1046,0.206342656,0.223717104,0
1048,0.736445947,0.164468035,0
1049,0.067728164,0.308538292,1
1050,0.007389176,0.157775057,0
1051,0.431577303,0.067061924,0
1053,0.196461035,0.318142882,1
1054,0.014713865,0.167430237,0
1055,0.303486663,0.1615727,0
1056,0.030526899,0.296198055,0
1057,0.00952089,0.070377479,0
1058,0.000852373,0.0,0
1059,0.000153372,0.517666393,0
1060,0.02065989,0.377278671,0
1064,0.335133754,2831.0,0
1066,0.341131774,0.50209958,0
1067,0.945007548,0.086608927,0
1069,0.007328182,0.00249975,0
1071,0.005562133,0.140318401,0
1072,0.041735062,1888.0,0
1075,0.044728563,0.256972461,0
1076,0.021293067,89.0,0
1077,0.776843541,0.115647392,2
1078,0.062766229,0.195140307,0
1079,0.01324365,0.660352539,0
1080,0.038377853,0.001675276,0
1084,0.003976496,144.0,0
1085,0.046833122,543.0,0
1086,0.224064661,0.417516497,0
1087,0.244790854,0.54118896,0
1088,0.509630377,0.803105152,0
1089,0.131578523,0.119981541,0
1091,0.592582592,0.308143448,0
1092,0.059788042,0.009744214,0
1093,0.865585425,0.166089965,2
1094,0.028048096,0.247359644,0
1095,0.00039996,0.197973604,0
1096,0.072010032,0.286554523,0
1097,0.117840366,1474.0,0
1099,0.142454233,83.0,0
1101,0.414452731,0.308189206,0
1102,0.326632204,0.310153299,0
1105,0.402240976,0.222828063,0
1106,0.018381288,0.006152663,0
1108,0.137225094,0.443981674,0
1109,0.032762779,0.442592901,0
1110,0.005321164,1393.0,0
1111,0.071132428,0.423515297,0
1112,0.065868263,0.031914894,0
1113,0.007985295,0.001731435,0
1114,0.294369743,0.634356762,0
1115,0.737278986,0.438377193,0
1116,0.0062873,0.332611231,0
1117,0.00579971,0.141737374,0
1119,0.326391283,749.0,0
1120,0.057340151,327.0,0
1122,0.77463439,0.410157257,0
1124,0.002722245,0.338310493,0
1125,0.007077238,0.011535049,0
1127,0.27249,0.583569405,0
1128,0.311359815,0.382310692,0
1129,0.070236733,0.747525357,0
1130,0.358929544,0.650365935,0
1132,0.000564199,0.140465116,0
1133,0.238536065,0.313285397,0
1135,0.606351307,0.451867539,0
1136,0.144321392,0.204143669,0
1137,0.094132998,0.037445966,0
1139,0.46116585,0.418572678,0
1140,0.025090339,0.011579286,0
1141,0.296689569,0.007773459,0
1142,0.537537295,0.299880048,0
1143,0.024432519,651.0,0
1144,0.059625523,2776.0,0
1145,0.562587786,2595.0,0
1146,0.001165252,0.104097236,0
1147,0.133438757,723.0,0
1149,0.715630665,366.0,0
1151,0.038357064,4142.0,0
1152,0.094095257,0.299511195,0
1153,0.037382698,0.006377164,0
1154,0.247295556,0.167680043,0
1155,0.069622584,0.209064456,0
1157,0.003517988,0.001390821,0
1158,0.149900067,0.078494624,0
1159,0.034753436,4845.0,0
1160,0.179919713,1897.0,0
1162,0.156975038,0.807728857,0
1166,0.245658352,0.455284553,0
1168,0.050983006,0.168898411,0
1169,0.043664359,137.0,0
1171,0.021956507,0.355888551,0
1173,0.039471126,0.335199846,0
1174,0.187081292,2238.0,0
1176,0.002839603,628.5,0
1177,0.079535402,0.355728854,0
1178,0.098291435,0.488920886,0
1179,0.019717344,4505.0,0
1181,0.904159993,3155.0,0
1183,0.002590539,1.0,0
1184,0.287248936,1739.0,0
1186,0.02038773,0.009665056,0
1187,0.041803005,0.568273092,0
1188,0.705224633,0.176735306,0
1192,0.908108784,0.582781457,0
1194,0.689688756,0.1199984,0
1195,0.17708286,0.080538133,0
1197,0.157589438,0.929049531,0
1198,0.612673416,0.101974506,0
1199,0.003242852,0.000999833,0
1200,0.100253482,0.269034619,0
1201,0.073388451,0.186101737,0
1202,0.632942085,0.611111111,0
1203,0.209197592,0.056078829,0
1205,0.248214796,0.691687808,0
1207,0.003454388,279.0,0
1208,0.005068354,0.002082466,0
1209,0.151193969,2441.0,0
1210,0.391152212,0.556295803,0
1211,0.024113955,0.403183024,0
1212,0.037835718,0.352130439,0
1213,0.178770531,0.008693523,0
1214,0.452124287,0.131997854,0
1215,0.180170123,0.232989064,0
1217,0.011929955,0.556503926,0
1218,0.258393853,0.372671988,0
1222,0.052975544,0.101059705,0
1223,0.503077575,2399.0,0
1224,0.002017355,0.943432407,0
